total_numarts,first_sourceurl,title,text,themes,locations,persons,organizations
21,https://www.merimbulanewsweekly.com.au/story/8727757/genesis-gv70-g80-and-gv80-recalled/?cs=34616,"Genesis GV70, G80 and GV80 recalled","Genesis is recalling 787 vehicles across its GV70, G80 and GV80 model lines as they could suffer from a loss of power.

Subscribe now for unlimited access .

or signup to continue reading

All articles from our website

The digital version of Today's Paper

Breaking news alerts direct to your inbox

All articles from the other in your area

""Due to a manufacturing defect, the fuel pump impeller may become deformed under certain environmental conditions, interrupting the fuel supply,"" the company says in its recall notice.

""If this occurs, the engine could stall resulting in a sudden loss of motive power.

""A sudden loss of motive power whilst driving may increase the risk of an accident causing injury or death to vehicle occupants and/or other road users.""

Genesis GV70, G80 and GV80 recalled

Genesis GV70, G80 and GV80 recalled

A total of 787 vehicles are affected from 2021 to 2022 across the GV70, G80 and GV80 lines

The Vehicle Identification Number (VIN) list is attached here

The original recall notice is attached here

If you own an affected vehicle, Genesis Australia will contact you and advise you to schedule an appointment to have the fuel pump impeller inspected and replaced, free of charge.

If you have any further questions, you can contact Genesis Australia on 1800 908 070.

MORE: Everything Genesis GV70 • G80 • GV80

Content originally sourced from: CarExpert.com.au

Advertisement

Ad

Get the latest Merimbula news in your inbox

Sign up for our newsletter to stay up to date.

Email address

We care about the protection of your data. Read our Privacy Policy.

Advertisement

Ad","[MANMADE_DISASTER_IMPLIED,CRISISLEX_CRISISLEXREC,WB_1921_PRIVATE_SECTOR_DEVELOPMENT,WB_346_COMPETITIVE_INDUSTRIES,WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,WB_1281_MANUFACTURING,UNGP_FORESTS_RIVERS_OCEANS,DELAY,WB_1428_INJURY,WB_1406_DISEASES,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,AFFECT,APPOINTMENT]",[1#Australia#AS#AS#-25#135#A],[],[]
20,https://www.power1057.com/news/nipsey-hussles-brother-reveals-details-about-the-rappers-final-moments/,Nipsey Hussle’s Brother Reveals Details About The Rapper’s Final Moments,"During a recent discussion with radio personality Big Boy on his Off Air interview series, Nipsey Hussle‘s older brother, Blacc Sam, opened up about the last moments of the rap star’s life. Nipsey was shot and killed in South Central Los Angeles on March 31, 2019. Sam was optimistic that Nipsey would survive the shooting, but revealed that his world was turned upside down when his brother died. “Just couldn’t understand it. It was like the Twilight Zone after that,” he recalled. “Everything I believed in — my faith was shattered.”

Sam went on to disclose the events that led up to his brother getting shot. “They say he came back with a red shirt on. Tip-toed through the alley, went right and started shooting,” Sam said of the killer. “So, to me that’s premeditated. Number one, there’s no red shirts in the hood. Can’t buy no red shirt, no liquor store sell no red shirt. Number two, when a n—a come through the alley with the red shirt, that’s the throw-off.” (Billboard)","[MEDIA_MSM,MANMADE_DISASTER_IMPLIED,KILL,CRISISLEX_T03_DEAD,TAX_FNCACT,TAX_FNCACT_KILLER,CRISISLEX_C07_SAFETY]","[3#Los Angeles, California, United States#US#USCA#34.0522#-118.244#166232]","[blacc sam,big boy,nipsey hussl]",[]
19,https://www.thurrockgazette.co.uk/news/national/24514909.police-officer-face-trial-next-year-pleading-not-guilty-rape/,Police officer to face trial next year after pleading not guilty to rape,"David Parsons, 28, a police constable based in South Worcestershire local policing area, is alleged to have committed the offence in January 2022.

West Mercia Police have previously said the charge relates to an incident off-duty and Parsons is currently suspended from duty.

A short hearing at Birmingham Crown Court on Tuesday saw Parsons formally deny the charge against him and be told he will stand trial on December 8 next year.

Parsons, from Worcester, was granted conditional bail by Judge Simon Drew, who told him: “I am adjourning your case for trial.

“I am sorry it is such a long way away but I am sure you know there is a huge backlog (of cases) here.”

The judge, who heard submissions from prosecution and defence barristers, was told the trial is expected to last for six days.

A pre-trial review was also ordered to take place on November 10 2025.","[SECURITY_SERVICES,TAX_FNCACT,TAX_FNCACT_POLICE,CRISISLEX_C07_SAFETY,TAX_FNCACT_CONSTABLE,CRISISLEX_C04_LOGISTICS_TRANSPORT,TRIAL,TAX_FNCACT_JUDGE,WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,WB_1014_CRIMINAL_JUSTICE]","[5#Worcestershire, Worcestershire, United Kingdom#UK#UKQ4#52.1667#-2.16667#-261211]","[david parsons,simon dre]","[mercia police,birmingham crown court o]"
18,https://www.campbellrivermirror.com/news/bc-man-charged-in-sextortion-investigation-with-teen-victims-in-3-provinces-7484205,"B.C. man charged in sextortion investigation, with teen victims in 3 provinces","A 19-year-old B.C. man is facing 23 charges after a cross-country sextortion investigation involving teenagers in Nova Scotia, Quebec and Ontario.

Anwer Jelassi, of Burnaby, was charged with the 23 offences on July 11, according to a release from Burnaby RCMP Tuesday (Aug. 13).

He is facing nine counts of extortion; three counts of telecommunicate to lure a child under 18; one count of telecommunicate to lure a child under 16; two counts of possessing child pornography; one count of making or publishing child porn; one count of importing or distributing child porn; two counts of inviting, counselling or inciting a young person to touch the body of any person for a sexual purpose; one count of publication of intimate images without consent; one count of secretly observing or recording nudity or sexual activity and two counts of breach of undertaking.

The majority of his charges relate to victims between the ages of 15 and 18, who reported the incidents to police in their jurisdictions.

Police say Jelassi is subject to a number of court-ordered conditions, including not contacting any of his victims or anyone under the age of 16. He also cannot have access to social media or dating sites, including TikTok, Instagram, Snapchat, Bumble or Tinder.

Police say the investigation began after several victims in Nova Scotia, Quebec and Ontario reported to police that they were being extorted online after sharing explicit images with someone they'd met on social media platforms. The suspect allegedly demanded money under the threat of sending the images to the victims' social networks.

A Burnaby resident was identified as the suspect.

Burnaby RCMP's child abuse and sexual offences unit led the investigation after beginning an investigation in December 2022. On Jan. 26, 2023, a search was done on a home in Burnaby.

Burnaby RCMP's Cpl. Max Gagne online sexual extortion is a crime that has had tragic outcomes.

""We would really like to commend these victims for coming forward and reporting these incidents to police. Their bravery in stepping forward and telling someone has allowed us to advance this investigation, which has now resulted in criminal charges.""","[TAX_FNCACT,TAX_FNCACT_MAN,WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,WB_2025_INVESTIGATION,WB_831_GOVERNANCE,WB_832_ANTI_CORRUPTION,WB_1014_CRIMINAL_JUSTICE,TRIAL,SOC_GENERALCRIME,TAX_FNCACT_CHILD,TAX_FNCACT_VICTIMS,CRISISLEX_CRISISLEXREC,CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,SECURITY_SERVICES,TAX_FNCACT_POLICE,CRISISLEX_C07_SAFETY,WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,MEDIA_SOCIAL,WB_652_ICT_APPLICATIONS,WB_662_SOCIAL_MEDIA,WB_658_ENTERPRISE_APPLICATIONS,UNREST_BELLIGERENT,TAX_FNCACT_VICTIM]","[4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-57185]",[],[instagra]
18,https://www.chelmsfordweeklynews.co.uk/news/national/24514909.police-officer-face-trial-next-year-pleading-not-guilty-rape/,Police officer to face trial next year after pleading not guilty to rape,"David Parsons, 28, a police constable based in South Worcestershire local policing area, is alleged to have committed the offence in January 2022.

West Mercia Police have previously said the charge relates to an incident off-duty and Parsons is currently suspended from duty.

A short hearing at Birmingham Crown Court on Tuesday saw Parsons formally deny the charge against him and be told he will stand trial on December 8 next year.

Parsons, from Worcester, was granted conditional bail by Judge Simon Drew, who told him: “I am adjourning your case for trial.

“I am sorry it is such a long way away but I am sure you know there is a huge backlog (of cases) here.”

The judge, who heard submissions from prosecution and defence barristers, was told the trial is expected to last for six days.

A pre-trial review was also ordered to take place on November 10 2025.","[SECURITY_SERVICES,TAX_FNCACT,TAX_FNCACT_POLICE,CRISISLEX_C07_SAFETY,TAX_FNCACT_CONSTABLE,CRISISLEX_C04_LOGISTICS_TRANSPORT,TRIAL,TAX_FNCACT_JUDGE,WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,WB_1014_CRIMINAL_JUSTICE]","[5#Worcestershire, Worcestershire, United Kingdom#UK#UKQ4#52.1667#-2.16667#-261211]","[simon drew,david parson]","[mercia police,birmingham crown court o]"
18,https://www.echo-news.co.uk/news/24515018.pringle-strikes-gold-skechers-pickleball-english-open/,Pringle strikes gold at Skechers Pickleball English OPEN,"Resilience officer Pringle, 48, featured in the English Open at the Telford International Centre – the largest pickleball event taking place outside of North America.

With ages from 7 to 70+ competing, the event is reflective of the incredible growth in pickleball over recent years, with a record number of almost 2,000 players from 42 countries participating in a sport which has aspirations of making the Olympic programme.

Poole and playing partner Lauren Gosling recovered from defeat in their first game to win the 3.5 18+ women’s doubles event with a straight sets victory in the final.

“I got into pickleball about two years ago through David Lloyd, Poole, it was one of the new things they brought into the club and I just fell in love with it,” said Pringle.

“I was an ex-tennis player and it’s now taken over my life. I’m obsessed.

“The growth of the sport has just been incredible. I’ve only been to one other competition, which was the Nationals last year, so this is my first English Open, which is insane.

“It just seems to be getting bigger and bigger, even just in Poole and Dorset it’s just exploded.

""This was my first England Open and I’ve been lucky enough to partner up and win the 18+ 3.5 ladies doubles with an incredibly talented rising star, Lauren Gosling, who is just 13 years old.

""Lauren also won bronze in the 18+ 3.5 singles. Not only is pickleball a fantastic sport, I’ve hit the jackpot when it comes to making new friends.""

This year’s English OPEN comprised seven days of high-level competition, with the world’s top professionals from America, Europe and Asia taking to the court in singles, doubles, mixed, wheelchair and junior events.

A hybrid of tennis, badminton & table tennis, the sport’s popularity has been attributed to its accessibility. Easy to pick up and fun to play, the sport’s accessibility transcends demographics, providing it with universal appeal.

“I’ve got similar vibes to the Nationals here at the Open, but it just feels bigger and very international,” said Pringle.

“I love all the diversity of the ages, the abilities, everyone loves it and that’s what’s the common factor.

“There’s competitiveness but there’s that real sense of kindness to one another and sportsmanship, I really like it, and I got a gold in the doubles which was really cool.”",[],[1#United States#US#US#39.828175#-98.5795#U],"[david lloyd,lauren goslin]","[skechers,telford international centr]"
17,https://www.ipswichstar.co.uk/news/national/24514909.police-officer-face-trial-next-year-pleading-not-guilty-rape/,Police officer to face trial next year after pleading not guilty to rape,"David Parsons, 28, a police constable based in South Worcestershire local policing area, is alleged to have committed the offence in January 2022.

West Mercia Police have previously said the charge relates to an incident off-duty and Parsons is currently suspended from duty.

A short hearing at Birmingham Crown Court on Tuesday saw Parsons formally deny the charge against him and be told he will stand trial on December 8 next year.

Parsons, from Worcester, was granted conditional bail by Judge Simon Drew, who told him: “I am adjourning your case for trial.

“I am sorry it is such a long way away but I am sure you know there is a huge backlog (of cases) here.”

The judge, who heard submissions from prosecution and defence barristers, was told the trial is expected to last for six days.

A pre-trial review was also ordered to take place on November 10 2025.","[SECURITY_SERVICES,TAX_FNCACT,TAX_FNCACT_POLICE,CRISISLEX_C07_SAFETY,TAX_FNCACT_CONSTABLE,CRISISLEX_C04_LOGISTICS_TRANSPORT,TRIAL,TAX_FNCACT_JUDGE,WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,WB_1014_CRIMINAL_JUSTICE]","[5#Worcestershire, Worcestershire, United Kingdom#UK#UKQ4#52.1667#-2.16667#-261211]","[simon drew,david parson]","[birmingham crown court on,mercia polic]"
17,https://www.1015hankfm.com/thomas-rhetts-daughters-favorite-album-of-his-about-a-woman/,Thomas Rhett’s daughters’ favorite album of his? ‘About A Woman’,"Thomas Rhett‘s About A Woman has been marked with his daughters’ stamp of approval. And no, they don’t show favoritism, even if the singer is their dad.

“It’s kind of the biggest for me because there’s no filter on them,” Thomas tells ABC Audio of his girls’ feedback, noting that “they’re not afraid” to say they hate or want to skip a song.

Playing unreleased music was part of Thomas’ father-daughter bonding time whenever they were in the car together.

“I think it was like every time we’d finish a song … that’s our mornings together,” he recalls. “Driving to school and driving home from school. They always ask to hear what I’ve been working on.”

“This record is by far their favorite of any [album] that I’ve made, which makes me the proudest,” says Thomas.

About A Woman drops Aug. 23 and is available for preorder and presave now.

Its lead single, “Beautiful as You,” is in the top 20 and climbing the country charts.

Here’s the track list for About a Woman:

“Fool”

“Overdrive”

“Gone Country”

“Beautiful as You”

“Can’t Love You Anymore”

“After All The Bars Are Closed”

“Church”

“Back to Blue”

“Country for California”

“Somethin’ ‘Bout a Woman”

“What Could Go Right”

“Boots”

“Don’t Wanna Dance”

“I Could Spend Forever Loving You”

Copyright © 2024, ABC Audio. All rights reserved.","[TAX_FNCACT,TAX_FNCACT_WOMAN,TAX_FNCACT_SINGER,CRISISLEX_T11_UPDATESSYMPATHY,EDUCATION,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_SCHOOL,EPU_CATS_REGULATION]","[2#California, United States#US#USCA#36.17#-119.746#C]",[],[]
17,https://squatchrocks.com/ixp/366/p/misheard-nickelback-lyric-avenged-sevenfold-brooks-wackerman-had-wrong/,The Misheard Nickelback Lyric Avenged Sevenfold Drummer Had Wrong This Whole Time,"Avenged Sevenfold drummer Brooks Wackerman has revealed on social media that he's finally learned a Nickelback lyric after years of thinking (and perhaps singing) something else.

We've all likely had rock lyrics that we've misheard throughout the years, and Wackerman's status as a musician in a popular band has not left him exempt. In a somewhat humbling and hilarious moment, the musician shared with his followers on the X platform the Nickelback lyric that has tripped him up all these years.

What Nickelback Lyric Did Brooks Wackerman Mishear?

The song in question that Wackerman has been misquoting for years is the band's biggest commercially successful track - ""How You Remind Me"" from the 2001 album Silver Side Up.

""For years I thought the first line to nickelbacks 'you remind' me was - I never made it as a white man.. 'This morning I learned it’s 'wise man,'"" confirmed Wackerman.

The full opening verse of ""How You Remind Me"" with the correct lines is: ""Never made it as a wise man / I couldn't cut it as a poor man stealing / Tired of living like a blind man / I'm sick of sight without a sense of feeling.""

What Fans Were Saying

""I like your version better. Let’s have Chad [Kroeger] change it,"" remarked one fan. ""Did learning this make you feel like a wise man,"" asked another person. ""Damn. This changes everything for me,"" admitted a third person.

READ MORE: Study Shows Which Rock + Metal Lyrics Are Most Often Misheard

""Haha funny how we can sing the wrong words for years and bam one day it hits us what they really said,"" a fourth person commented.

What lyrics have you misheard over the years?","[RETALIATE,TAX_FNCACT,TAX_FNCACT_DRUMMER,WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,MEDIA_SOCIAL,WB_652_ICT_APPLICATIONS,WB_662_SOCIAL_MEDIA,WB_658_ENTERPRISE_APPLICATIONS,TAX_FNCACT_MUSICIAN,ENV_METALS,WB_2937_SILVER,WB_507_ENERGY_AND_EXTRACTIVES,WB_895_MINING_SYSTEMS,WB_1699_METAL_ORE_MINING,TAX_FNCACT_MAN,MEDIA_MSM]",[1#Chad#CD#CD#15#19#C],[brooks wackerma],[]
16,https://www.eppingforestguardian.co.uk/news/national/24514128.man-charged-attempted-murder-girl-11-stabbed-leicester-square/,"Man charged with attempted murder after girl, 11, stabbed in Leicester Square","Ioan Pintaru, 32, of no fixed address, has also been charged with possession of a bladed article and was remanded in custody to appear at Westminster Magistrates’ Court on Tuesday morning.

Police were called to reports of a stabbing at the central London tourist spot at 11.34am on Monday.

The girl’s 34-year-old mother was initially thought to have also been hurt but blood from her daughter’s injuries had been mistaken for injuries of her own, the Metropolitan Police said.

Her daughter was taken to hospital with serious injuries that are not life-threatening, the force added.

Police said on Monday that there was no suggestion the incident was terror-related, and officers do not believe the suspect and the victims were known to each other.

Leicester Square and the surrounding area attracts an estimated 2.5 million visitors every week and is home to shops, theatres, cinemas and restaurants.

The stabbing happened near the TWG Tea shop, which is beside the Lego store and in front of the M&Ms store.

A shop security guard leapt in to help the girl as she was being attacked.

Detective Chief Superintendent Christina Jessah said: “This is a horrific incident and our thoughts are with the victims and their family. We will continue to provide support to them over the coming days and weeks.

“I would like to pay tribute to the members of the public, including staff from local businesses, who bravely intervened in this incident. They put themselves at risk and showed the best of London in doing so.”","[TRIAL,SOC_GENERALCRIME,ARREST,TAX_FNCACT,TAX_FNCACT_MAGISTRATE,SECURITY_SERVICES,TAX_FNCACT_POLICE,CRISISLEX_C07_SAFETY,TOURISM,TAX_FNCACT_TOURIST,WB_1428_INJURY,WB_1406_DISEASES,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,CRISISLEX_CRISISLEXREC,CRISISLEX_T02_INJURED,GENERAL_HEALTH,MEDICAL,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_HOSPITAL,CRISISLEX_C03_WELLBEING_HEALTH,TAX_MILITARY_TITLE,TAX_MILITARY_TITLE_OFFICERS,TAX_FNCACT_OFFICERS,TAX_FNCACT_VICTIMS,CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,TAX_FNCACT_GUARD,TAX_FNCACT_DETECTIVE,TAX_FNCACT_CHIEF,TAX_MILITARY_TITLE_SUPERINTENDENT,TAX_FNCACT_SUPERINTENDENT,TAX_MILITARY_TITLE_CHIEF_SUPERINTENDENT,TAX_FNCACT_CHIEF_SUPERINTENDENT,CRISISLEX_T11_UPDATESSYMPATHY,UNGP_CRIME_VIOLENCE]","[4#Leicester, Leicester, United Kingdom#UK#UKH4#52.6333#-1.13333#-2600961,4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-260188]","[james manning,christina jessah,ioan pintar]",[westminster magistrate court o]
16,https://www.kunr.org/u-s-headlines/2024-08-13/colorado-clerk-found-guilty-of-giving-election-deniers-access-to-voting-equipment,Colorado clerk found guilty of giving election deniers access to voting equipment,"STEVE INSKEEP, HOST:

Some other news now - a former county clerk in western Colorado has been found guilty of seven charges for her involvement in giving an unauthorized person access to election equipment. She was found not guilty on some other counts. Colorado Public Radio's Bente Birkeland has been covering the case.

BENTE BIRKELAND, BYLINE: Colorado's investigation into former Mesa County clerk Tina Peters began three years ago, when images taken during a secure update of her county's voting machines surfaced online in 2021. They were posted by people trying to undermine the validity of the 2020 presidential election. They got the images from Peters. In his closing arguments, prosecutor Robert Shapiro said it's a case about deceit to trick others.

(SOUNDBITE OF ARCHIVED RECORDING)

ROBERT SHAPIRO: Most telling was the defendant offering up her office and herself to aid outsiders to gain unauthorized access to secured election systems that she was entrusted to protect.

BIRKELAND: The jury found Peters guilty of attempts to influence a public servant and conspiracy to commit criminal impersonation. Peters told county and state workers she was bringing a new employee to attend the state's update of the voting machines, but Peters brought someone else - a California man with ties to the CEO of My Pillow, Mike Lindell. Both have been active in national efforts to prove false claims of election fraud. Neither is charged in the Colorado case. Peters' defense said she broke no rules, and everything she did was within her authority as clerk. Here's attorney John Case.

(SOUNDBITE OF ARCHIVED RECORDING)

JOHN CASE: There's also no dispute about what was going to happen when the state got in there to do the trusted build. They were going to erase all the records.

BIRKELAND: State officials deny that the update deleted election records. The jury found Peters not guilty on three counts, including that she stole a local man's identity. They found that the man was willingly involved in the plot. Peters' sentencing is set for October 3. Meanwhile, there is still an ongoing federal investigation. For NPR News, I'm Bente Birkeland in Denver.

(SOUNDBITE OF OFFTHEWALLY'S ""BOWER"") Transcript provided by NPR, Copyright NPR.","[TRIAL,TAX_FNCACT,TAX_FNCACT_CLERK,SOC_GENERALCRIME,ELECTION,CRISISLEX_C07_SAFETY,EPU_CATS_REGULATION]","[3#Mesa County, Colorado, United States#US#USCO#39.0333#-108.467#198154,2#Colorado, United States#US#USCO#39.0646#-105.327#C]",[donald trum],[]
16,https://www.leinsterleader.ie/news/home/1577725/don-t-miss-the-latest-leinster-leader-is-out-now.html,DON'T MISS! The latest LEINSTER LEADER is out now!,"To continue reading this article for FREE,

please kindly register and/or log in.

Registration is absolutely 100% FREE and will help us personalise your experience on our sites. You can also sign up to our carefully curated newsletter(s) to keep up to date with your latest local news!

Register / Login",[CRISISLEX_T11_UPDATESSYMPATHY],[1#Ireland#EI#EI#53#-8#E],[],[]
16,https://wtov9.com/news/nation-world/new-biden-administration-rule-would-make-canceling-subscriptions-easier-sign-up-gym-streaming-insurance-phone-internet-payment-customers-court-challenges,New Biden Administration rule would make canceling subscriptions easier,"The Biden administration just announced a handful of policies to make canceling subscriptions and memberships as easy as it is to sign up.

""It's pretty easy to sign up. You can go to a website for example and sign up but then if you want to cancel, you can't use the website,"" said Daniel McCarthy, a marketing professor at Emory University.

Through the and , the rule would require companies to make signing up and canceling the same. Which for some companies, isn't the case right now.

They make it a lot more difficult to leave than to start,"" McCarthy said.

McCarthy said whether it's a gym membership or a streaming service, the reason some companies make canceling more difficult is to generate added revenue.

""Someone doesn't want the service anymore but because of all the loops they have to go through to cancel, the company ends up getting an extra subscription payment or two or six,"" said McCarthy.

According to , 99% of U.S. households pay for at least one streaming service. But Chad Ruback, an appellate attorney in Dallas, Texas said those customers shouldn't expect these rules to be rolled out anytime soon.

A company that sells you this streaming service, that sells your gym subscription, is likely going to challenge this in a court,"" said Ruback.

Ruback said there's a chance the rules don't take effect at all.

""Just because a rule has been promulgated by a federal agency doesn't mean that rule is going to stick,"" said Ruback.

Along with streaming services and gym memberships, the rules would also apply to phone and internet companies and health insurance companies, allowing claims to be submitted online rather than only by mail.","[USPEC_POLICY1,DELAY,EDUCATION,TAX_FNCACT,TAX_FNCACT_PROFESSOR,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_UNIVERSITY,TRIAL,TAX_FNCACT_ATTORNEY,GENERAL_HEALTH,MEDICAL,WB_1973_FINANCIAL_RISK_REDUCTION,WB_435_AGRICULTURE_AND_FOOD_SECURITY,WB_337_INSURANCE,WB_1967_AGRICULTURAL_RISK_AND_SECURITY,WB_625_HEALTH_ECONOMICS_AND_FINANCE,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_1287_HEALTH_INSURANCE,EPU_CATS_HEALTHCARE]","[2#Texas, United States#US#USTX#31.106#-97.6475#TX,3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871,3#Dallas, Texas, United States#US#USTX#32.7831#-96.8067#138094]",[daniel mccarth],[emory universit]
16,https://www.wgrr.com/news/nipsey-hussles-brother-reveals-details-about-the-rappers-final-moments/,Nipsey Hussle’s Brother Reveals Details About The Rapper’s Final Moments,"During a recent discussion with radio personality Big Boy on his Off Air interview series, Nipsey Hussle‘s older brother, Blacc Sam, opened up about the last moments of the rap star’s life. Nipsey was shot and killed in South Central Los Angeles on March 31, 2019. Sam was optimistic that Nipsey would survive the shooting, but revealed that his world was turned upside down when his brother died. “Just couldn’t understand it. It was like the Twilight Zone after that,” he recalled. “Everything I believed in — my faith was shattered.”

Sam went on to disclose the events that led up to his brother getting shot. “They say he came back with a red shirt on. Tip-toed through the alley, went right and started shooting,” Sam said of the killer. “So, to me that’s premeditated. Number one, there’s no red shirts in the hood. Can’t buy no red shirt, no liquor store sell no red shirt. Number two, when a n—a come through the alley with the red shirt, that’s the throw-off.” (Billboard)","[MEDIA_MSM,MANMADE_DISASTER_IMPLIED,KILL,CRISISLEX_T03_DEAD,TAX_FNCACT,TAX_FNCACT_KILLER,CRISISLEX_C07_SAFETY]","[3#Los Angeles, California, United States#US#USCA#34.0522#-118.244#166232]","[nipsey hussle,big boy,blacc sa]",[]
15,https://katu.com/news/nation-world/new-biden-administration-rule-would-make-canceling-subscriptions-easier-sign-up-gym-streaming-insurance-phone-internet-payment-customers-court-challenges,New Biden Administration rule would make canceling subscriptions easier,"The Biden administration just announced a handful of policies to make canceling subscriptions and memberships as easy as it is to sign up.

""It's pretty easy to sign up. You can go to a website for example and sign up but then if you want to cancel, you can't use the website,"" said Daniel McCarthy, a marketing professor at Emory University.

Through the and , the rule would require companies to make signing up and canceling the same. Which for some companies, isn't the case right now.

They make it a lot more difficult to leave than to start,"" McCarthy said.

McCarthy said whether it's a gym membership or a streaming service, the reason some companies make canceling more difficult is to generate added revenue.

""Someone doesn't want the service anymore but because of all the loops they have to go through to cancel, the company ends up getting an extra subscription payment or two or six,"" said McCarthy.

According to , 99% of U.S. households pay for at least one streaming service. But Chad Ruback, an appellate attorney in Dallas, Texas said those customers shouldn't expect these rules to be rolled out anytime soon.

A company that sells you this streaming service, that sells your gym subscription, is likely going to challenge this in a court,"" said Ruback.

Ruback said there's a chance the rules don't take effect at all.

""Just because a rule has been promulgated by a federal agency doesn't mean that rule is going to stick,"" said Ruback.

Along with streaming services and gym memberships, the rules would also apply to phone and internet companies and health insurance companies, allowing claims to be submitted online rather than only by mail.","[USPEC_POLICY1,DELAY,EDUCATION,TAX_FNCACT,TAX_FNCACT_PROFESSOR,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_UNIVERSITY,TRIAL,TAX_FNCACT_ATTORNEY,GENERAL_HEALTH,MEDICAL,WB_1973_FINANCIAL_RISK_REDUCTION,WB_435_AGRICULTURE_AND_FOOD_SECURITY,WB_337_INSURANCE,WB_1967_AGRICULTURAL_RISK_AND_SECURITY,WB_625_HEALTH_ECONOMICS_AND_FINANCE,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_1287_HEALTH_INSURANCE,EPU_CATS_HEALTHCARE]","[2#Texas, United States#US#USTX#31.106#-97.6475#TX,3#Dallas, Texas, United States#US#USTX#32.7831#-96.8067#1380944,3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#53187]",[daniel mccarth],[emory universit]
15,https://www.wwqq101.com/news/morgan-wallens-felony-hearing-has-been-pushed-back-to-december/,Morgan Wallen’s Felony Hearing Has Been Pushed Back To December,"Morgan Wallen was originally scheduled to appear in court this Thursday (August 15) on three felony counts for throwing a chair off the roof of Eric Church‘s bar in Nashville. But the court date has now been moved back to December 12 after the judge granted a continuance in the case. Wallen is heading to Sweden later this month to kick off the European leg of his tour on August 28 in Stockholm. The country superstar was arrested in Nashville back on April 7, after a chair thrown from the rooftop of Chief’s on Broadway landed near two police officers. Wallen was charged with three felony counts of reckless endangerment and one misdemeanor count of disorderly conduct. “I’m not proud of my behavior, and I accept responsibility,” Wallen said in a statement back on April 19 regarding his arrest. “I have the utmost respect for the officers working every day to keep us all safe. Regarding my tour, there will be no change.” (Billboard)","[TRIAL,SOC_GENERALCRIME,TAX_RELIGION,TAX_RELIGION_CHURCH,TAX_FNCACT,TAX_FNCACT_JUDGE,ARREST,CRISISLEX_C07_SAFETY,TAX_FNCACT_CHIEF,SECURITY_SERVICES,TAX_FNCACT_POLICE,TAX_FNCACT_OFFICERS,CRISISLEX_CRISISLEXREC,UNGP_FORESTS_RIVERS_OCEANS]","[4#Stockholm, Stockholm, Sweden#SW#SW26#59.3333#18.05#-2524279,1#Sweden#SW#SW#62#15#S]","[morgan wallen,eric churc]",[eric churc]
